                 cnd  |                root  |      Central Neutron Detector  |                    0*cm 0*cm 0.529000000000002*cm  |                                   0 0 0  | 33bb99   |            Polycone  |0.0*deg 360*deg 3*counts 28.95*cm 28.95*cm 35.56*cm 38.56*cm 38.56*cm 38.56*cm -39.578*cm 32.0364*cm 39.578*cm  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
       CND_S15_L3_C1  |                 cnd  |Central Neutron Detector, S 15, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -127.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    15   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 15 layer manual 3 component manual 1 direct manual 0 
       CND_S15_L3_C2  |                 cnd  |Central Neutron Detector, S 15, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -127.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    15   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 15 layer manual 3 component manual 2 direct manual 0 
       CND_S16_L1_C1  |                 cnd  |Central Neutron Detector, S 16, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -142.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 16 layer manual 1 component manual 1 direct manual 0 
       CND_S16_L1_C2  |                 cnd  |Central Neutron Detector, S 16, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -142.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 16 layer manual 1 component manual 2 direct manual 0 
       CND_S16_L2_C1  |                 cnd  |Central Neutron Detector, S 16, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -142.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 16 layer manual 2 component manual 1 direct manual 0 
       CND_S16_L2_C2  |                 cnd  |Central Neutron Detector, S 16, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -142.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 16 layer manual 2 component manual 2 direct manual 0 
       CND_S16_L3_C1  |                 cnd  |Central Neutron Detector, S 16, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -142.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 16 layer manual 3 component manual 1 direct manual 0 
       CND_S16_L3_C2  |                 cnd  |Central Neutron Detector, S 16, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -142.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 16 layer manual 3 component manual 2 direct manual 0 
       CND_S17_L1_C1  |                 cnd  |Central Neutron Detector, S 17, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -157.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 17 layer manual 1 component manual 1 direct manual 0 
       CND_S17_L1_C2  |                 cnd  |Central Neutron Detector, S 17, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -157.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 17 layer manual 1 component manual 2 direct manual 0 
       CND_S17_L2_C1  |                 cnd  |Central Neutron Detector, S 17, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -157.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 17 layer manual 2 component manual 1 direct manual 0 
       CND_S17_L2_C2  |                 cnd  |Central Neutron Detector, S 17, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -157.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 17 layer manual 2 component manual 2 direct manual 0 
       CND_S17_L3_C1  |                 cnd  |Central Neutron Detector, S 17, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -157.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 17 layer manual 3 component manual 1 direct manual 0 
       CND_S17_L3_C2  |                 cnd  |Central Neutron Detector, S 17, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -157.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 17 layer manual 3 component manual 2 direct manual 0 
       CND_S18_L1_C1  |                 cnd  |Central Neutron Detector, S 18, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -172.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 18 layer manual 1 component manual 1 direct manual 0 
       CND_S18_L1_C2  |                 cnd  |Central Neutron Detector, S 18, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -172.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 18 layer manual 1 component manual 2 direct manual 0 
       CND_S18_L2_C1  |                 cnd  |Central Neutron Detector, S 18, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -172.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 18 layer manual 2 component manual 1 direct manual 0 
       CND_S18_L2_C2  |                 cnd  |Central Neutron Detector, S 18, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -172.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 18 layer manual 2 component manual 2 direct manual 0 
       CND_S18_L3_C1  |                 cnd  |Central Neutron Detector, S 18, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -172.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 18 layer manual 3 component manual 1 direct manual 0 
       CND_S18_L3_C2  |                 cnd  |Central Neutron Detector, S 18, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -172.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 18 layer manual 3 component manual 2 direct manual 0 
       CND_S19_L1_C1  |                 cnd  |Central Neutron Detector, S 19, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -187.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 19 layer manual 1 component manual 1 direct manual 0 
       CND_S19_L1_C2  |                 cnd  |Central Neutron Detector, S 19, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -187.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 19 layer manual 1 component manual 2 direct manual 0 
       CND_S19_L2_C1  |                 cnd  |Central Neutron Detector, S 19, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -187.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 19 layer manual 2 component manual 1 direct manual 0 
       CND_S19_L2_C2  |                 cnd  |Central Neutron Detector, S 19, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -187.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 19 layer manual 2 component manual 2 direct manual 0 
       CND_S19_L3_C1  |                 cnd  |Central Neutron Detector, S 19, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -187.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 19 layer manual 3 component manual 1 direct manual 0 
       CND_S19_L3_C2  |                 cnd  |Central Neutron Detector, S 19, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -187.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 19 layer manual 3 component manual 2 direct manual 0 
       CND_S20_L1_C1  |                 cnd  |Central Neutron Detector, S 20, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -202.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 20 layer manual 1 component manual 1 direct manual 0 
       CND_S20_L1_C2  |                 cnd  |Central Neutron Detector, S 20, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -202.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 20 layer manual 1 component manual 2 direct manual 0 
       CND_S20_L2_C1  |                 cnd  |Central Neutron Detector, S 20, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -202.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 20 layer manual 2 component manual 1 direct manual 0 
       CND_S20_L2_C2  |                 cnd  |Central Neutron Detector, S 20, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -202.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 20 layer manual 2 component manual 2 direct manual 0 
       CND_S20_L3_C1  |                 cnd  |Central Neutron Detector, S 20, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -202.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 20 layer manual 3 component manual 1 direct manual 0 
       CND_S20_L3_C2  |                 cnd  |Central Neutron Detector, S 20, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -202.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 20 layer manual 3 component manual 2 direct manual 0 
       CND_S21_L1_C1  |                 cnd  |Central Neutron Detector, S 21, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -217.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 21 layer manual 1 component manual 1 direct manual 0 
       CND_S21_L1_C2  |                 cnd  |Central Neutron Detector, S 21, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -217.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 21 layer manual 1 component manual 2 direct manual 0 
       CND_S21_L2_C1  |                 cnd  |Central Neutron Detector, S 21, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -217.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 21 layer manual 2 component manual 1 direct manual 0 
       CND_S21_L2_C2  |                 cnd  |Central Neutron Detector, S 21, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -217.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 21 layer manual 2 component manual 2 direct manual 0 
       CND_S21_L3_C1  |                 cnd  |Central Neutron Detector, S 21, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -217.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 21 layer manual 3 component manual 1 direct manual 0 
       CND_S21_L3_C2  |                 cnd  |Central Neutron Detector, S 21, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -217.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 21 layer manual 3 component manual 2 direct manual 0 
       CND_S22_L1_C1  |                 cnd  |Central Neutron Detector, S 22, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -232.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 1 component manual 1 direct manual 0 
       CND_S22_L1_C2  |                 cnd  |Central Neutron Detector, S 22, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -232.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 1 component manual 2 direct manual 0 
       CND_S22_L2_C1  |                 cnd  |Central Neutron Detector, S 22, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -232.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 2 component manual 1 direct manual 0 
       CND_S22_L2_C2  |                 cnd  |Central Neutron Detector, S 22, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -232.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 2 component manual 2 direct manual 0 
       CND_S22_L3_C1  |                 cnd  |Central Neutron Detector, S 22, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -232.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 3 component manual 1 direct manual 0 
       CND_S22_L3_C2  |                 cnd  |Central Neutron Detector, S 22, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -232.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 3 component manual 2 direct manual 0 
