  FMT_innerPhRes1281  |                 FMT  | innerPhotoResist128, Layer 1,  |                              0*mm 0*mm -34.599*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                  25.000*mm 48.000*mm 0.064*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Gas11  |                 FMT  |                Gas1, Layer 1,  |                              0*mm 0*mm -34.599*mm  |                       0*deg 0*deg 0*deg  |ffcc004   |                Tube  |                 48.000*mm 193.000*mm 0.064*mm 0*deg 360*deg  |          myfmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_outerPhRes1281  |                 FMT  | outerPhotoResist128, Layer 1,  |                              0*mm 0*mm -34.599*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                193.000*mm 225.000*mm 0.064*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Mesh1  |                 FMT  |                Mesh, Layer 1,  |                              0*mm 0*mm -34.526*mm  |                       0*deg 0*deg 0*deg  | 252020   |                Tube  |                 39.000*mm 204.000*mm 0.009*mm 0*deg 360*deg  |         myfmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_innerPhRes641  |                 FMT  |  innerPhotoResist64, Layer 1,  |                              0*mm 0*mm -34.485*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                  25.000*mm 48.000*mm 0.032*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_outerPhRes641  |                 FMT  |  outerPhotoResist64, Layer 1,  |                              0*mm 0*mm -34.485*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                193.000*mm 204.000*mm 0.032*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_innerPeek1  |                 FMT  |          inner PEEK, Layer 1,  |                              0*mm 0*mm -31.953*mm  |                       0*deg 0*deg 0*deg  | 6ccecb   |                Tube  |                    26.000*mm 39.000*mm 2.5*mm 0*deg 360*deg  |    myFlangeRohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Gas21  |                 FMT  |                Gas2, Layer 1,  |                              0*mm 0*mm -31.953*mm  |                       0*deg 0*deg 0*deg  |ffcc004   |                Tube  |                   39.000*mm 195.000*mm 2.5*mm 0*deg 360*deg  |          myfmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 fmt  |                 fmt  |disk manual 1 type manual 1 segment manual 1 strip manual 1 
      FMT_outerPeek1  |                 FMT  |          outer PEEK, Layer 1,  |                              0*mm 0*mm -31.953*mm  |                       0*deg 0*deg 0*deg  | b2577a   |                Tube  |                  191.000*mm 204.000*mm 2.5*mm 0*deg 360*deg  |    myFlangeRohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Drift_Cu_Electrode1  |                 FMT  |  Drift Cu Electrode, Layer 1,  |                             0*mm 0*mm -29.4485*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                42.000*mm 185.000*mm 0.0045*mm 0*deg 360*deg  |  myfmtSlimElecDrift  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_Drift_PCB1  |                 FMT  |           Drift PCB, Layer 1,  |                              0*mm 0*mm -29.419*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                 25.000*mm 204.000*mm 0.025*mm 0*deg 360*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Drift_Cu_Ground1  |                 FMT  |     Drift Cu Ground, Layer 1,  |                             0*mm 0*mm -29.3895*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                25.000*mm 204.000*mm 0.0045*mm 0*deg 360*deg  |myfmtSlimGroundDrift  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_1_1  |                 FMT  |    HVcover1, Layer1, Element1  |                              0*mm 0*mm -27.535*mm  |                     0*deg 0*deg -60*deg  | 6c2d58   |                Tube  |                200*mm 224.8*mm 0.5*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_1_2  |                 FMT  |    HVcover1, Layer1, Element2  |                              0*mm 0*mm -31.285*mm  |                     0*deg 0*deg -60*deg  | 6c2d58   |                Tube  |               204*mm 223.8*mm 3.25*mm -13.755*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_1_3  |                 FMT  |    HVcover1, Layer1, Element3  |                              0*mm 0*mm -31.285*mm  |                     0*deg 0*deg -60*deg  | 6c2d58   |                Tube  |                  204*mm 223.8*mm 3.25*mm 13.5*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_1_4  |                 FMT  |    HVcover1, Layer1, Element4  |                              0*mm 0*mm -31.285*mm  |                     0*deg 0*deg -60*deg  | 6c2d58   |                Tube  |             223.8*mm 224.8*mm 3.25*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_2_1  |                 FMT  |    HVcover2, Layer1, Element1  |                              0*mm 0*mm -27.535*mm  |                    0*deg 0*deg -240*deg  | 6c2d58   |                Tube  |                200*mm 224.8*mm 0.5*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_2_2  |                 FMT  |    HVcover2, Layer1, Element2  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -240*deg  | 6c2d58   |                Tube  |               204*mm 223.8*mm 3.25*mm -13.755*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_2_3  |                 FMT  |    HVcover2, Layer1, Element3  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -240*deg  | 6c2d58   |                Tube  |                  204*mm 223.8*mm 3.25*mm 13.5*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover1_2_4  |                 FMT  |    HVcover2, Layer1, Element4  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -240*deg  | 6c2d58   |                Tube  |             223.8*mm 224.8*mm 3.25*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_8_1  |                 FMT  |Connector Layer 1, Conn. 8, Element 1  |                              0*mm 0*mm -33.035*mm  |                     0*deg 0*deg -60*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_8_2  |                 FMT  |Connector Layer 1, Conn. 8, Element 2  |                              0*mm 0*mm -31.285*mm  |                     0*deg 0*deg -60*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_8_3  |                 FMT  |Connector Layer 1, Conn. 8, Element 3  |                              0*mm 0*mm -32.035*mm  |                     0*deg 0*deg -60*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_8_4  |                 FMT  |Connector Layer 1, Conn. 8, Element 4  |                              0*mm 0*mm -30.685*mm  |                     0*deg 0*deg -60*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_8_5  |                 FMT  |Connector Layer 1, Conn. 8, Element 5  |                             0*mm 0*mm -32.9912*mm  |                     0*deg 0*deg -60*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_8_6  |                 FMT  |Connector Layer 1, Conn. 8, Element 6  |                             0*mm 0*mm -32.4204*mm  |                     0*deg 0*deg -60*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_16_1  |                 FMT  |Connector Layer 1, Conn. 16, Element 1  |                              0*mm 0*mm -33.035*mm  |                    0*deg 0*deg -240*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_16_2  |                 FMT  |Connector Layer 1, Conn. 16, Element 2  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -240*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_16_3  |                 FMT  |Connector Layer 1, Conn. 16, Element 3  |                              0*mm 0*mm -32.035*mm  |                    0*deg 0*deg -240*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_16_4  |                 FMT  |Connector Layer 1, Conn. 16, Element 4  |                              0*mm 0*mm -30.685*mm  |                    0*deg 0*deg -240*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_16_5  |                 FMT  |Connector Layer 1, Conn. 16, Element 5  |                             0*mm 0*mm -32.9912*mm  |                    0*deg 0*deg -240*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_16_6  |                 FMT  |Connector Layer 1, Conn. 16, Element 6  |                             0*mm 0*mm -32.4204*mm  |                    0*deg 0*deg -240*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_7_1  |                 FMT  |Connector Layer 1, Conn. 7, Element 1  |                              0*mm 0*mm -33.035*mm  |                     0*deg 0*deg -75*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_7_2  |                 FMT  |Connector Layer 1, Conn. 7, Element 2  |                              0*mm 0*mm -31.285*mm  |                     0*deg 0*deg -75*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_7_3  |                 FMT  |Connector Layer 1, Conn. 7, Element 3  |                              0*mm 0*mm -32.035*mm  |                     0*deg 0*deg -75*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_7_4  |                 FMT  |Connector Layer 1, Conn. 7, Element 4  |                              0*mm 0*mm -30.685*mm  |                     0*deg 0*deg -75*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_7_5  |                 FMT  |Connector Layer 1, Conn. 7, Element 5  |                             0*mm 0*mm -32.9912*mm  |                     0*deg 0*deg -75*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_7_6  |                 FMT  |Connector Layer 1, Conn. 7, Element 6  |                             0*mm 0*mm -32.4204*mm  |                     0*deg 0*deg -75*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_15_1  |                 FMT  |Connector Layer 1, Conn. 15, Element 1  |                              0*mm 0*mm -33.035*mm  |                    0*deg 0*deg -255*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_15_2  |                 FMT  |Connector Layer 1, Conn. 15, Element 2  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -255*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_15_3  |                 FMT  |Connector Layer 1, Conn. 15, Element 3  |                              0*mm 0*mm -32.035*mm  |                    0*deg 0*deg -255*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_15_4  |                 FMT  |Connector Layer 1, Conn. 15, Element 4  |                              0*mm 0*mm -30.685*mm  |                    0*deg 0*deg -255*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_15_5  |                 FMT  |Connector Layer 1, Conn. 15, Element 5  |                             0*mm 0*mm -32.9912*mm  |                    0*deg 0*deg -255*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_15_6  |                 FMT  |Connector Layer 1, Conn. 15, Element 6  |                             0*mm 0*mm -32.4204*mm  |                    0*deg 0*deg -255*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_6_1  |                 FMT  |Connector Layer 1, Conn. 6, Element 1  |                              0*mm 0*mm -33.035*mm  |                     0*deg 0*deg -90*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_6_2  |                 FMT  |Connector Layer 1, Conn. 6, Element 2  |                              0*mm 0*mm -31.285*mm  |                     0*deg 0*deg -90*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_6_3  |                 FMT  |Connector Layer 1, Conn. 6, Element 3  |                              0*mm 0*mm -32.035*mm  |                     0*deg 0*deg -90*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_6_4  |                 FMT  |Connector Layer 1, Conn. 6, Element 4  |                              0*mm 0*mm -30.685*mm  |                     0*deg 0*deg -90*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_6_5  |                 FMT  |Connector Layer 1, Conn. 6, Element 5  |                             0*mm 0*mm -32.9912*mm  |                     0*deg 0*deg -90*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_6_6  |                 FMT  |Connector Layer 1, Conn. 6, Element 6  |                             0*mm 0*mm -32.4204*mm  |                     0*deg 0*deg -90*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_14_1  |                 FMT  |Connector Layer 1, Conn. 14, Element 1  |                              0*mm 0*mm -33.035*mm  |                    0*deg 0*deg -270*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_14_2  |                 FMT  |Connector Layer 1, Conn. 14, Element 2  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -270*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_14_3  |                 FMT  |Connector Layer 1, Conn. 14, Element 3  |                              0*mm 0*mm -32.035*mm  |                    0*deg 0*deg -270*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_14_4  |                 FMT  |Connector Layer 1, Conn. 14, Element 4  |                              0*mm 0*mm -30.685*mm  |                    0*deg 0*deg -270*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_14_5  |                 FMT  |Connector Layer 1, Conn. 14, Element 5  |                             0*mm 0*mm -32.9912*mm  |                    0*deg 0*deg -270*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_14_6  |                 FMT  |Connector Layer 1, Conn. 14, Element 6  |                             0*mm 0*mm -32.4204*mm  |                    0*deg 0*deg -270*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_5_1  |                 FMT  |Connector Layer 1, Conn. 5, Element 1  |                              0*mm 0*mm -33.035*mm  |                    0*deg 0*deg -105*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_5_2  |                 FMT  |Connector Layer 1, Conn. 5, Element 2  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -105*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_5_3  |                 FMT  |Connector Layer 1, Conn. 5, Element 3  |                              0*mm 0*mm -32.035*mm  |                    0*deg 0*deg -105*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_5_4  |                 FMT  |Connector Layer 1, Conn. 5, Element 4  |                              0*mm 0*mm -30.685*mm  |                    0*deg 0*deg -105*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_5_5  |                 FMT  |Connector Layer 1, Conn. 5, Element 5  |                             0*mm 0*mm -32.9912*mm  |                    0*deg 0*deg -105*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector1_5_6  |                 FMT  |Connector Layer 1, Conn. 5, Element 6  |                             0*mm 0*mm -32.4204*mm  |                    0*deg 0*deg -105*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_13_1  |                 FMT  |Connector Layer 1, Conn. 13, Element 1  |                              0*mm 0*mm -33.035*mm  |                    0*deg 0*deg -285*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_13_2  |                 FMT  |Connector Layer 1, Conn. 13, Element 2  |                              0*mm 0*mm -31.285*mm  |                    0*deg 0*deg -285*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_13_3  |                 FMT  |Connector Layer 1, Conn. 13, Element 3  |                              0*mm 0*mm -32.035*mm  |                    0*deg 0*deg -285*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_13_4  |                 FMT  |Connector Layer 1, Conn. 13, Element 4  |                              0*mm 0*mm -30.685*mm  |                    0*deg 0*deg -285*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_13_5  |                 FMT  |Connector Layer 1, Conn. 13, Element 5  |                             0*mm 0*mm -32.9912*mm  |                    0*deg 0*deg -285*deg  | 666600   |                Tube  |             225.3*mm 241.2*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector1_13_6  |                 FMT  |Connector Layer 1, Conn. 13, Element 6  |                             0*mm 0*mm -32.4204*mm  |                    0*deg 0*deg -285*deg  | 6ccecb   |                Tube  |              225.3*mm 241.2*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
